Age,AnnualIncome,CreditScore,EmploymentStatus,EducationLevel,Experience,LoanAmount,LoanDuration,MaritalStatus,NumberOfDependents,HomeOwnershipStatus,MonthlyDebtPayments,CreditCardUtilizationRate,NumberOfOpenCreditLines,NumberOfCreditInquiries,DebtToIncomeRatio,BankruptcyHistory,LoanPurpose,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,TotalLiabilities,MonthlyIncome,UtilityBillsPaymentHistory,JobTenure,NetWorth,BaseInterestRate,InterestRate,MonthlyLoanPayment,TotalDebtToIncomeRatio,LoanApproved,RiskScore
22,16288,595,Employed,Master,1,13832,36,Married,4,Rent,694,0.2915625520083628,2,0,0.168324100660505,0,Debt Consolidation,0,24,3,1349,107,33650,30833,1357.3333333333333,0.919816283023754,4,2817,0.201332,0.1979319627423436,512.590339186864,0.8889418019549588,0,55.0
26,41372,481,Employed,Associate,4,52908,36,Married,2,Own,479,0.1813137707929119,6,0,0.1974648589421477,0,Auto,0,28,4,7219,604,52460,59372,3447.6666666666665,0.8404893410057085,2,1116,0.297408,0.3048793529289518,2260.191113834278,0.7945057857007478,0,53.0
36,104847,610,Employed,Doctorate,13,30281,96,Married,3,Rent,352,0.1588609632030484,0,2,0.1706567535375502,0,Education,0,23,25,7273,1195,410521,54077,8737.25,0.8735737433760997,12,356444,0.260281,0.2374731841121621,706.990757982334,0.1212041269257871,1,31.200000000000003
49,100210,548,Employed,High School,29,16217,48,Single,0,Rent,266,0.2113630512280376,6,2,0.0337712944616017,0,Other,0,27,16,2735,1230,119776,18919,8350.833333333334,0.7792033922582312,5,100857,0.237217,0.1981420025936385,491.885239942387,0.0907556419450019,1,36.0
51,52652,647,Employed,Bachelor,31,10482,24,Married,0,Rent,323,0.131516534569285,3,4,0.6780310158309286,0,Auto,0,25,19,2622,5432,224116,30226,4387.666666666667,0.8614190790035237,2,193890,0.161982,0.1681431119357673,517.3190629714022,0.1915184372038446,1,40.0
38,34161,611,Employed,High School,18,39991,48,Married,3,Rent,364,0.0680689886537006,6,0,0.0658051101549953,0,Auto,0,25,3,1089,3137,89763,10439,2846.75,0.7406412284220472,5,79324,0.229491,0.2394925227389945,1302.658306206284,0.5854600179876294,0,48.0
43,85251,599,Employed,Master,20,20869,60,Married,2,Rent,444,0.2299956778370187,2,2,0.3617895306900664,0,Home,0,23,6,15895,2705,43585,35559,7104.25,0.7707255284333338,8,8026,0.226369,0.202343843013113,555.6260093505949,0.1407081689623246,1,44.0
19,23477,570,Employed,Master,0,12897,24,Married,3,Own,301,0.1621879155489233,1,2,0.4784813632269892,0,Debt Consolidation,0,19,11,4810,1670,124738,11304,1956.4166666666667,0.7661028462206283,7,113434,0.202897,0.1812789812253741,644.6684281714909,0.4833675996957827,0,53.0
45,32164,602,Employed,Master,20,16872,60,Widowed,0,Own,588,0.2311209535247391,1,1,0.3496569821020789,0,Auto,0,29,6,643,454,35229,81595,2680.333333333333,0.9252489414092044,9,1174,0.220872,0.2430332174991237,488.3481416829482,0.4015724940988489,0,54.0
44,38991,632,Employed,Master,23,20372,36,Married,1,Rent,450,0.0582750548138967,6,1,0.5339756922761715,0,Home,0,33,29,25921,78,147298,7596,3249.25,0.9196395615704692,2,139702,0.189372,0.2109712558299323,768.532756994725,0.3750196990058397,1,40.8
49,107677,588,Employed,Bachelor,27,31314,60,Married,2,Rent,404,0.538082012158609,1,2,0.0760158260466212,0,Debt Consolidation,0,28,27,4299,1365,21317,69372,8973.083333333334,0.6370024226786246,3,4440,0.242314,0.2534057952082319,925.37029110266,0.1481508910280925,1,40.0
37,78005,560,Employed,Master,16,28686,48,Single,2,Rent,278,0.1835288847568392,1,2,0.3857616782259188,0,Other,0,19,15,3115,398,31274,20493,6500.416666666667,0.83777203617495,4,10781,0.2436859999999999,0.2237293486829564,909.601230264155,0.1826961702861337,1,42.400000000000006
41,69623,565,Employed,Associate,20,15437,48,Married,1,Mortgage,341,0.1318979538625123,8,1,0.0770555082318498,0,Home,0,25,27,2827,2000,123565,21799,5801.916666666667,0.8263071130482865,2,101766,0.227937,0.2409814898738997,504.1125169007387,0.1456609195640645,1,36.0
43,20846,604,Employed,Associate,22,6065,60,Married,2,Other,868,0.1291580287141717,3,1,0.4483778355555197,0,Home,1,27,2,1058,2531,95557,12141,1737.1666666666667,0.7288126136918787,6,83416,0.209065,0.2243876837043923,169.02523413930524,0.5969635810069875,0,62.0
23,33437,436,Employed,High School,0,42900,120,Married,3,Rent,683,0.2367928917217887,0,0,0.307900094253108,0,Home,0,28,7,984,521,47233,9764,2786.4166666666665,0.7730548625118019,7,37469,0.3799,0.4467873210539924,1617.3876104354867,0.8255720108031774,0,56.0
50,29683,642,Employed,Bachelor,30,14853,84,Single,0,Mortgage,256,0.3532719219497272,4,0,0.2318352516087816,0,Auto,0,28,9,8943,3084,57547,50092,2473.583333333333,0.6208949292941028,6,7455,0.218853,0.2403255798606604,366.8156344321901,0.2517868009697901,0,52.0
37,134529,545,Employed,Bachelor,12,16071,36,Divorced,1,Mortgage,304,0.3083619384798734,3,0,0.1246320449859835,0,Education,0,31,23,946,815,113465,42879,11210.75,0.8002003316467448,7,70586,0.228571,0.2517147925319857,640.4385956738732,0.0842440154025264,1,36.8
56,109651,614,Employed,Master,35,15091,108,Married,0,Other,397,0.1479701542417707,2,1,0.3466820556676541,0,Auto,0,20,19,2711,2116,24839,45600,9137.583333333334,0.9550009356424628,10,10720,0.2530909999999999,0.2552981506849702,357.9020927285557,0.0826150706582034,1,39.2
41,91471,604,Employed,Master,21,10045,72,Divorced,2,Rent,347,0.2471859608746767,4,1,0.0633822431744334,0,Auto,0,14,7,7877,754,23502,109313,7622.583333333333,0.8800505551466091,4,9825,0.223045,0.1927580935153302,236.40812845864968,0.0765367990019109,1,37.6
40,58652,585,Employed,Bachelor,13,37291,48,Married,2,Rent,383,0.4441444185249102,3,1,0.0948489971906889,0,Home,0,26,27,8607,814,108570,19160,4887.666666666667,0.6523657431280205,4,89410,0.239791,0.2412347069462401,1218.3018950149756,0.3276209292126391,0,49.0
34,158003,583,Unemployed,Bachelor,16,16930,48,Married,0,Mortgage,865,0.1032036874028492,1,0,0.6506354699834218,0,Debt Consolidation,0,24,9,762,614,22029,8679,13166.916666666666,0.7853360165994515,5,13350,0.22043,0.2064850616205118,521.0537849503756,0.105267908959985,1,47.2
18,46958,562,Employed,Doctorate,0,36155,84,Married,0,Mortgage,789,0.214341911714433,3,3,0.1303573267513547,1,Debt Consolidation,0,14,23,1694,884,38325,9396,3913.1666666666665,0.7723059413027815,6,28929,0.280155,0.2744457095664138,972.3977751801202,0.4501208165203255,0,63.0
38,52242,559,Employed,High School,18,5309,24,Married,1,Own,467,0.0987037073128319,1,0,0.109674377050082,0,Auto,0,19,16,12603,435,31553,12196,4353.5,0.8937974133587302,5,19357,0.200809,0.1954971902890059,269.0394271102306,0.1690684339290755,1,39.2
24,73995,500,Employed,Bachelor,1,35571,36,Married,0,Own,289,0.1924180766287388,1,0,0.3245254516160161,0,Home,0,25,7,1402,2870,49135,16925,6166.25,0.9315636657692394,7,32210,0.270571,0.3102241207627496,1530.0334364343298,0.2949983274168789,0,54.0
44,33877,605,Employed,High School,24,20885,12,Married,4,Rent,307,0.2756488580822089,2,2,0.1705284077322846,0,Education,0,20,11,3005,1778,194944,29425,1497.8333333333333,0.908789744251388,4,165519,0.183385,0.1528644368840467,1887.868917285892,1.4653625796945982,0,44.0
60,38085,565,Employed,Associate,37,11430,72,Single,2,Rent,689,0.1460094903324232,2,2,0.2061886431884696,0,Home,0,21,17,12583,1060,68732,6446,3173.75,0.7863221942592635,2,62286,0.2439299999999999,0.2723727705055356,323.7671682037031,0.3191074181027816,0,50.0
26,49548,504,Employed,High School,3,34399,36,Single,2,Mortgage,425,0.2736062537822916,2,1,0.3144139189956796,0,Debt Consolidation,0,20,15,2019,681,21562,62877,4129.0,0.7852720793471833,5,4708,0.2673989999999999,0.2802167913131412,1423.268971981464,0.4476311387700324,0,55.0
22,28236,505,Employed,High School,0,16916,96,Single,5,Mortgage,580,0.2952320643687698,1,0,0.3687035707371796,0,Auto,0,28,7,1697,357,24753,13503,2353.0,0.8052355123822194,5,11250,0.299416,0.2958862697273567,461.6420773905783,0.4426868157206028,0,57.0
32,33908,612,Self-Employed,Associate,13,29030,36,Single,0,Mortgage,392,0.6907158916189923,5,0,0.2934918665713431,1,Home,0,28,1,3373,1176,12001,26357,2825.6666666666665,0.8578448248929053,4,8182,0.20803,0.1976064629498061,1075.3216714916011,0.5192833566680197,0,71.0
40,54647,527,Employed,Master,18,28140,84,Married,3,Mortgage,383,0.2241093123359046,1,1,0.0466037569706954,1,Home,0,26,29,9320,375,9695,20542,4553.916666666667,0.7111979462301593,7,10667,0.28964,0.3096048578366646,822.8614220836108,0.2647965499479079,0,62.0
47,59572,484,Self-Employed,High School,23,20880,60,Married,1,Mortgage,185,0.3129339801147771,1,0,0.0631890383019778,0,Home,0,26,2,3209,1164,12353,13230,4964.333333333333,0.5835912356367331,5,6690,0.28388,0.2647279584903684,631.014658166522,0.1643754767004341,0,57.0
21,26829,552,Employed,Bachelor,0,39912,36,Single,2,Mortgage,1241,0.3716121642108536,2,0,0.3157808496485221,0,Debt Consolidation,0,31,21,1307,1035,103534,199549,2235.75,0.7767366115411971,3,3490,0.248912,0.2386358351003157,1563.0042934895669,1.2541671893054085,0,56.0
55,78874,542,Employed,High School,28,9564,72,Married,1,Mortgage,412,0.0289977179260866,1,2,0.20797928965742,0,Auto,0,23,8,2187,330,290830,17848,6572.833333333333,0.9177869042391904,4,272982,0.253564,0.2707186422545413,269.91818572967486,0.1037479806876296,1,36.8
27,44943,583,Unemployed,Bachelor,5,21522,60,Married,0,Mortgage,304,0.2603642427458477,4,1,0.0688041868531542,0,Auto,0,18,3,10566,1800,73200,21102,3745.25,0.683977100755097,3,52098,0.235022,0.2569586228305036,640.5093501703179,0.2521885989374055,0,55.0
61,52701,521,Employed,High School,37,10562,48,Married,3,Mortgage,300,0.3679554938941649,1,1,0.2728954132564151,1,Home,0,18,14,7247,873,215002,7478,4391.75,0.6066808511339874,12,207524,0.245062,0.24318854701676,346.20503856197263,0.1471406702480725,0,60.0
39,36262,501,Employed,High School,16,29991,24,Divorced,4,Other,1241,0.3196608255354423,4,1,0.0608185526561287,1,Home,0,23,23,1287,747,72013,31944,3021.833333333333,0.8514156223959791,2,40069,0.2544909999999999,0.2697333210136367,1630.512002468932,0.950254923325442,0,63.0
57,53654,588,Employed,Bachelor,37,35151,24,Single,1,Mortgage,660,0.0873197881699525,4,1,0.590343164556542,0,Debt Consolidation,0,15,6,2335,1148,78008,26841,4471.166666666667,0.8057346817852621,3,51167,0.216151,0.2327461328031233,1845.769994392436,0.5604286713517953,0,57.0
68,49501,602,Employed,Bachelor,44,13878,60,Married,1,Rent,509,0.5810274547914046,3,2,0.0237321779723729,0,Debt Consolidation,0,27,20,8465,304,36578,16233,4125.083333333333,0.9642333480832148,3,20345,0.217878,0.2025657570717507,369.66618242917,0.2130056804741326,0,49.0
42,44269,596,Employed,High School,18,23648,48,Married,1,Own,309,0.5625446776446646,3,1,0.2519349712250062,1,Home,0,19,9,2091,2777,374228,21424,3689.0833333333335,0.8555465905770742,5,352804,0.220648,0.188474114744332,705.17529268457,0.2749125463013585,0,61.0
37,31895,635,Employed,Bachelor,16,31335,24,Single,3,Rent,968,0.1502023567797264,5,1,0.2628754541180794,0,Education,0,20,28,1696,937,54419,9056,2657.9166666666665,0.9493695724392688,6,45363,0.188835,0.1864431238512949,1574.1442700970986,0.9564424280032976,0,49.0
42,78362,543,Employed,High School,17,37443,60,Married,3,Mortgage,192,0.5091880582915111,1,1,0.3448803724924673,0,Auto,0,21,4,1435,1618,13010,10179,6530.166666666667,0.8911947443295891,6,2831,0.270943,0.2602547248058219,1121.625703534114,0.2011626610143866,0,58.0
31,35799,575,Employed,Doctorate,6,58516,108,Widowed,5,Rent,303,0.1711894225912107,2,0,0.5733616551206374,1,Education,0,22,18,1505,447,46014,28286,2983.25,0.8894709920840972,4,17728,0.3160159999999999,0.3265461838562342,1685.1011711922806,0.6664212423337905,0,70.0
36,62695,623,Employed,Associate,15,34409,60,Married,2,Rent,122,0.3775299379346341,2,2,0.3240814145818901,0,Home,0,26,6,2133,6722,317059,90361,5224.583333333333,0.940422713526147,2,226698,0.227909,0.2148295264010712,940.2513996177662,0.2033179168261136,0,49.0
42,122613,650,Employed,Master,20,25800,36,Divorced,1,Rent,670,0.3167021926954393,1,4,0.7028046468448839,0,Other,0,24,4,4751,596,89690,57482,10217.75,0.7744392927668616,5,32208,0.1858,0.14864,892.6481571755179,0.1529346634215476,1,42.400000000000006
31,43529,596,Employed,Bachelor,8,11402,72,Married,4,Rent,243,0.7447177977805316,1,0,0.1114738750825439,0,Debt Consolidation,0,24,21,333,150,120704,15985,3627.4166666666665,0.9522673836146064,5,104719,0.228402,0.2009187132880646,273.71766029369667,0.1424478376145641,1,39.2
37,75379,584,Employed,Bachelor,15,13485,48,Married,0,Other,254,0.1227125875813921,6,2,0.1147436207547278,0,Education,0,13,9,2183,1878,355182,4622,6281.583333333333,0.692778190592677,7,350560,0.216485,0.238410966826893,438.4519700276154,0.1102352596921076,1,35.2
43,91388,521,Employed,Bachelor,21,19755,48,Married,0,Mortgage,476,0.5129457587500488,0,3,0.1728109436360739,0,Home,0,19,21,2187,438,53758,22791,7615.666666666667,0.7964462440083159,6,30967,0.254255,0.2613195767500691,667.5528477696697,0.1501579438573558,1,40.0
21,31629,496,Employed,High School,0,44553,24,Single,3,Mortgage,571,0.2970245696489809,5,0,0.2177522766846369,0,Home,0,25,12,15950,322,16272,29628,2635.75,0.809677667279881,5,6896,0.271553,0.3161242393245361,2528.2116479422707,1.1758367250089237,0,53.0
45,36937,497,Employed,High School,21,34786,84,Divorced,1,Own,613,0.0908351062479787,2,0,0.1020875191041966,0,Other,0,22,2,52696,526,266109,34102,3078.083333333333,0.8505501418382381,4,232007,0.311286,0.3351788959835753,1078.21685300381,0.5494382932031762,0,50.0
66,68232,542,Employed,High School,47,87606,36,Married,3,Other,521,0.2158983304393236,3,1,0.1193691143073112,0,Home,0,23,3,1215,1237,75698,27030,5686.0,0.9161662262327258,4,48668,0.301606,0.3013139370255936,3725.320368753957,0.7468027380854656,0,53.0
35,24207,615,Employed,High School,9,24747,60,Married,2,Rent,749,0.243044596584334,5,3,0.340916317777289,0,Auto,0,24,22,7865,1095,11197,53019,2017.25,0.7760292368887113,6,8560,0.2222469999999999,0.2122835679103365,672.672326174497,0.7047576285410816,0,53.0
48,28080,643,Employed,Bachelor,23,18189,60,Divorced,1,Mortgage,398,0.1743368747931365,0,0,0.557918012601147,0,Home,0,15,7,11704,328,111422,40513,2340.0,0.8924069416844495,3,70909,0.201689,0.1716501027290378,453.65889110140006,0.3639567910689744,0,55.0
28,93631,618,Employed,Doctorate,2,15384,36,Married,3,Rent,281,0.4154068079449691,1,2,0.2546577916863504,0,Education,0,29,18,499,5771,76857,15043,7802.583333333333,0.7839880863808006,3,61814,0.191384,0.1634490644777751,543.4790495770739,0.1056674455567588,1,37.6
24,45655,447,Employed,Bachelor,0,52041,60,Married,0,Rent,261,0.5083517788318339,2,3,0.3971817070603258,0,Auto,0,25,26,1462,2020,135507,13881,3804.5833333333335,0.6522451059452775,6,121626,0.333541,0.3586946089510109,1876.0149680037853,0.5616948771447907,0,52.0
28,88382,602,Employed,Associate,7,34380,36,Single,0,Mortgage,630,0.1127668861775707,2,1,0.5670979239357007,0,Auto,0,22,16,2353,1746,90181,49322,7365.166666666667,0.8234267066667683,5,40859,0.21838,0.2291367564232187,1329.2938791395254,0.2660216622126033,0,53.0
43,78133,558,Employed,Bachelor,23,12219,84,Married,3,Mortgage,683,0.0790172107315878,5,1,0.3097000017135233,0,Debt Consolidation,0,28,16,1442,1549,35806,15344,6511.083333333333,0.8804239918393818,6,20462,0.258219,0.266168276184207,322.0253004494708,0.1543560800864378,0,53.0
49,65106,589,Employed,Bachelor,24,33464,36,Divorced,1,Mortgage,545,0.4229594505832454,2,2,0.1185322701381346,0,Debt Consolidation,0,18,8,9872,169,43101,21257,5425.5,0.7696067999506826,4,21844,0.223964,0.2565375172740692,1342.120658060609,0.3478242849618669,0,52.0
56,45371,564,Employed,Bachelor,33,13740,48,Married,5,Rent,320,0.3059866376874893,3,3,0.2039322134605007,0,Auto,0,23,15,656,8320,96717,26058,3780.9166666666665,0.7847819338654723,5,70659,0.22674,0.1886219335445695,409.8291364001899,0.193029680562524,1,40.8
66,24678,614,Employed,High School,41,47537,60,Single,0,Rent,384,0.4696525131542144,5,1,0.1548239257049602,0,Auto,0,24,22,4650,4949,16066,2681,2056.5,0.8309356250701081,7,13385,0.245537,0.24276547850709,1375.1840283339122,0.8554262233571176,0,50.0
31,31212,602,Employed,Associate,7,25354,48,Married,0,Own,492,0.369275140225,3,3,0.4742634056572469,0,Auto,0,26,2,12014,322,49848,9869,2601.0,0.4178894906123946,6,39979,0.219354,0.2222151357186297,801.8572491605571,0.497446078108634,0,58.0
50,41925,604,Employed,Associate,27,8052,36,Married,1,Mortgage,303,0.2412703959811725,3,1,0.1201428959751162,0,Auto,0,20,6,1808,504,11457,24460,3493.75,0.9686636757982908,4,2709,0.191052,0.1981743390795019,298.4926838694512,0.1721624855440289,0,50.0
24,44988,594,Self-Employed,Doctorate,0,36479,12,Single,2,Rent,448,0.1225528248793388,2,1,0.3938258938223602,0,Other,0,21,4,10505,434,36724,30276,3749.0,0.8431880032614265,6,6448,0.204479,0.2276976557430725,3427.7581180552074,1.03381118112969,0,60.0
33,219833,496,Employed,High School,10,14884,24,Married,1,Mortgage,499,0.3097297241475241,3,1,0.5567453571358086,0,Auto,1,20,1,2681,295,33940,13145,18319.416666666668,0.7459706540494176,2,20795,0.241884,0.242370885685042,788.6957793243236,0.0702913090932293,1,52.8
28,20727,582,Employed,High School,5,34316,48,Married,1,Mortgage,282,0.281140140309873,2,1,0.279888105838141,0,Home,0,26,13,928,184,7499,13103,1727.25,0.7471830412084872,3,5606,0.238316,0.1906528,1027.234929568924,0.7579880906463592,0,54.0
40,49272,545,Employed,Doctorate,18,13651,72,Single,0,Mortgage,151,0.3420640079411434,1,0,0.3179729395607203,0,Home,0,26,16,13408,5136,248610,15785,4106.0,0.832469557444901,2,232825,0.256151,0.2627662029167153,378.484907768323,0.1289539473376334,1,40.8
38,36128,608,Employed,Doctorate,12,22890,48,Married,3,Own,1049,0.2576286035612088,2,1,0.4621595740425808,0,Education,0,19,17,1153,675,50102,57068,3010.6666666666665,0.922217401405124,3,8634,0.21389,0.2144065144596861,714.2411421923614,0.5856646840762937,0,54.0
43,144684,536,Employed,Master,21,23921,84,Married,0,Rent,560,0.2191515439575003,2,1,0.1848877206282326,0,Debt Consolidation,0,24,6,2384,1092,13539,17366,12057.0,0.7980981313233291,7,2082,0.280921,0.2247368,567.3890947442561,0.0935049427506225,1,40.0
46,84535,543,Employed,Master,25,43154,48,Married,0,Other,371,0.2913707438598708,5,2,0.0802439154080177,0,Auto,0,24,25,1937,1170,53318,22840,7044.583333333333,0.8846256732294125,8,30478,0.266654,0.2673710534080156,1472.9892987642104,0.2617598815303782,0,49.0
34,77044,544,Employed,Associate,10,29435,60,Single,5,Other,732,0.0087456947390921,3,1,0.584466256621287,0,Debt Consolidation,0,11,29,5630,3270,120893,5944,6420.333333333333,0.749562612436382,9,114949,0.262435,0.2523178281295385,867.9605795566669,0.2492021047022481,0,53.0
34,29095,590,Unemployed,Bachelor,11,13855,60,Single,0,Own,832,0.3196069487914669,2,2,0.237527256964685,0,Home,0,26,27,8855,641,97547,7530,2424.583333333333,0.9765247977383686,6,90017,0.223855,0.2120824940795552,376.4491766647324,0.4984151957373015,0,55.0
50,126414,559,Employed,Master,24,51030,36,Married,3,Mortgage,173,0.1441025457144159,0,1,0.7845949711873293,0,Debt Consolidation,0,29,2,1149,479,144128,192231,10534.5,0.7770603380159596,6,3343,0.25653,0.2539539409191285,2039.6304900694568,0.2100365931054588,0,59.0
26,50924,579,Employed,Bachelor,6,23335,24,Married,3,Own,304,0.2858068528166702,4,1,0.0864592756514024,0,Debt Consolidation,0,30,15,1452,760,68385,4197,4243.666666666667,0.9136626513340832,8,64188,0.208835,0.171871972317723,1155.835258991848,0.3440032815156346,0,48.0
43,63731,585,Employed,High School,19,18046,48,Single,2,Mortgage,407,0.3550255324854628,4,0,0.1558874227643048,0,Auto,0,18,4,6098,769,23291,53463,5310.916666666667,0.8062688680562391,10,3455,0.220546,0.2434392448068295,591.7691306818373,0.1880596502201761,0,53.0
29,18307,545,Employed,High School,4,17426,36,Divorced,3,Rent,658,0.3551478058344148,2,3,0.2893259278044227,0,Debt Consolidation,0,28,13,10608,1935,18927,4778,1525.5833333333333,0.8307514269032441,2,14149,0.229926,0.2095010002564494,656.0793444042683,0.8613618906894205,0,54.0
36,99576,606,Employed,Bachelor,14,30546,60,Single,3,Own,483,0.3685301855190749,3,2,0.3008159715759234,0,Home,0,24,28,4197,284,82878,9122,8298.0,0.86927212446932,6,73756,0.2325459999999999,0.1889157565160587,790.5588377565093,0.1534778064300445,1,38.400000000000006
18,30560,548,Employed,Associate,0,8581,60,Married,5,Mortgage,293,0.4724594783739373,3,0,0.3288200968316331,0,Debt Consolidation,0,23,27,3966,373,97587,11088,2546.6666666666665,0.8401703687507706,4,86499,0.239581,0.2196444887048143,236.8244671858996,0.2080462567483899,0,54.0
60,122006,649,Employed,Associate,35,18127,48,Married,0,Rent,95,0.3462858357325852,7,1,0.5088542136826107,0,Education,0,23,14,12644,220,238863,8162,10167.166666666666,0.9419927398498816,7,230701,0.188627,0.1921335571777513,544.0423871977858,0.0628535370914006,1,39.2
28,46734,514,Employed,Bachelor,7,17654,48,Married,0,Own,132,0.2305110200719238,4,1,0.2197731823781657,0,Debt Consolidation,0,23,28,4699,6387,72843,96522,3894.5,0.7800581145519815,4,7768,0.255654,0.219517596736952,555.7460528720154,0.1765941848432444,1,42.400000000000006
63,54196,586,Employed,Bachelor,38,35634,48,Married,1,Rent,428,0.2134812478560465,1,2,0.5458528741591923,0,Debt Consolidation,0,22,17,413,4082,240501,13433,4516.333333333333,0.841719043614278,3,227068,0.237634,0.2437348274802217,1169.103555447096,0.3536283612326584,0,54.0
44,23832,511,Employed,Bachelor,23,27540,48,Married,3,Own,398,0.4340136079095818,3,1,0.307001614327171,0,Debt Consolidation,0,31,14,3194,2315,71248,6519,1986.0,0.8378788656250068,4,64729,0.26704,0.277358419446029,955.6699626484336,0.6816062248985063,0,55.0
46,24681,599,Employed,High School,24,16265,96,Divorced,2,Mortgage,453,0.1102354103699335,3,1,0.5091079412847085,0,Home,0,25,24,3283,1353,4636,45875,2056.75,0.9311069650971672,6,9452,0.251765,0.2672817243763954,411.98810026233474,0.4205606419167787,0,59.0
34,38062,631,Employed,High School,11,31996,60,Married,1,Other,1571,0.5798619657917855,2,0,0.3415513930063845,0,Education,0,26,25,2048,2618,10974,25947,3171.833333333333,0.9367153299888348,5,10249,0.221496,0.2163610730214241,877.0875601672925,0.7718209952710711,0,53.0
55,57184,637,Employed,High School,32,27098,60,Single,1,Mortgage,538,0.1755361898259118,1,0,0.3209558472987052,0,Debt Consolidation,0,23,25,3795,1406,130889,16433,4765.333333333333,0.8572430088731596,3,114456,0.213598,0.2037741739897878,723.6337049562459,0.2647524562722956,0,46.0
31,27569,480,Employed,Associate,9,28787,48,Married,3,Mortgage,520,0.2319090624481862,3,1,0.2716753623777028,0,Debt Consolidation,0,21,20,9586,780,68908,5467,2297.4166666666665,0.9337746229672786,6,63441,0.283787,0.2270296,917.9871181201744,0.6259148107454784,0,52.0
29,47201,590,Employed,Bachelor,9,24810,48,Single,2,Other,252,0.2880521873579906,5,4,0.0865948644660864,0,Debt Consolidation,0,21,15,7271,1218,99236,63631,3933.4166666666665,0.9026800529847334,2,35605,0.22481,0.2379792631618116,806.0824265907211,0.2689983076436654,0,51.0
18,26133,601,Employed,High School,0,28780,36,Married,0,Other,302,0.4434023002729229,2,0,0.0605381818996082,0,Auto,0,27,3,3449,181,19452,212038,2177.75,0.6888963618306274,7,10140,0.21328,0.2007615269035669,1070.6849729628912,0.630322568230004,0,53.0
37,49988,559,Employed,High School,14,17543,12,Married,5,Mortgage,661,0.2366131628059929,3,0,0.4211955153817922,0,Education,0,23,3,1382,1518,46403,13450,4165.666666666667,0.8553064102817555,4,32953,0.203043,0.198026145493667,1623.4303374880342,0.5483948957721134,0,60.0
41,87844,494,Employed,High School,15,26935,120,Married,2,Mortgage,414,0.1091324224761816,0,0,0.060468914599597,0,Debt Consolidation,0,19,11,1097,1185,168432,47833,7320.333333333333,0.7366747349135578,5,120599,0.334935,0.3377184418688488,786.1612821710145,0.1639489935118184,0,44.0
42,122384,480,Employed,Associate,21,16047,24,Married,3,Mortgage,203,0.1017340522972509,3,1,0.2141666044948614,0,Home,0,28,14,2233,1164,30139,12054,10198.666666666666,0.6043606266576415,5,18085,0.251047,0.2286811331843841,839.384082826614,0.1022078784311623,1,39.2
32,41918,596,Employed,Bachelor,9,49013,48,Married,0,Rent,442,0.3261460668272815,0,1,0.180856444989187,0,Debt Consolidation,0,30,29,16586,1592,56873,25990,3493.1666666666665,0.9012641021219676,4,30883,0.246013,0.2154996371872592,1532.257318680079,0.5651769603550014,0,51.0
42,74797,531,Employed,High School,22,22314,120,Divorced,1,Mortgage,1000,0.1477191942090555,7,2,0.2116510997423974,0,Debt Consolidation,0,24,18,2244,126,21342,119236,6233.083333333333,0.7739634661266802,2,1343,0.311814,0.3368746393206479,649.8579689159782,0.2646937126755316,0,51.0
31,62641,579,Employed,Bachelor,12,38497,48,Divorced,3,Mortgage,338,0.0787480488811932,4,1,0.3361068718062348,0,Home,1,25,17,2938,728,56423,5366,5220.083333333333,0.9425140149156396,1,51057,0.243997,0.2226930825559697,1218.5249648283018,0.2981800989438167,0,57.0
51,44928,609,Employed,Bachelor,27,17059,48,Divorced,1,Own,178,0.6697628350146507,4,1,0.0780956228623074,0,Debt Consolidation,0,15,18,1691,721,29467,3831,3744.0,0.7207647607440844,2,25636,0.207559,0.2141317348843643,532.042179010832,0.1896480178981923,0,50.0
48,93564,552,Employed,Associate,26,24784,48,Married,0,Own,582,0.5477282813959222,3,1,0.1832493292555836,0,Education,0,28,11,7150,109,33910,22185,7797.0,0.7276293918727161,3,11725,0.243784,0.2481541659299386,819.2168150642491,0.1797123015344683,0,50.0
45,16082,538,Employed,Associate,22,12111,48,Single,2,Mortgage,974,0.5221960237182388,5,0,0.2183904309264054,0,Debt Consolidation,0,17,15,6253,802,8649,26949,1340.1666666666667,0.8479479855935315,6,7971,0.238111,0.2402093463067816,394.9810088901954,1.0215005662655356,0,55.0
52,58684,602,Employed,Master,29,14625,24,Single,0,Rent,117,0.4066964573252249,1,0,0.4947353863354049,1,Home,0,25,6,2599,6543,470677,30465,4890.333333333333,0.8619675918402974,5,440212,0.188625,0.1946419836855882,740.528630399929,0.1753517750119138,1,49.6
40,15000,485,Employed,Associate,17,28979,48,Single,2,Mortgage,260,0.4606481239697013,1,1,0.4846935216606285,0,Home,0,36,6,2294,648,60487,16432,1250.0,0.7256005931614555,5,44055,0.281479,0.3377748,1108.036124316607,1.0944288994532856,0,61.0
46,60582,524,Employed,Associate,24,35863,60,Married,3,Rent,304,0.4415806540994123,3,0,0.2409277860388455,0,Auto,1,25,14,1776,4840,151738,23351,5048.5,0.8599491957013502,5,128387,0.278863,0.2849428671437903,1127.3424072219027,0.283518353416243,0,55.0
